reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at
2b4af721-77c7-4084-9656-a40cc0ab7f18,A Google user,Instagram is best app in world 🌎💯💥,5,0,351.0.0.41.106,2024-10-04 14:40:45
73f47a58-2d41-4c71-a963-cc686f834746,A Google user,Thank you 😊👍🏻😊👍🏻,5,0,351.0.0.41.106,2024-10-04 14:40:16
f37efcb6-81d9-43c3-b496-acb2fea3eadf,A Google user,"I do like this app a lot, but I think Meta AI interfering in everything is not a good thing.Its fine tht we have a chat option to talk to meta but why in other things too??? I didn't like tht it interferes with search bar there and then in groups too",4,0,351.0.0.41.106,2024-10-04 14:40:11
682bca8d-17f7-4541-ac89-e97348b884cd,A Google user,The feed is now full of reels and ads which it assumes that I'm interested in... I am not. Seriously how did Instagram end up like this?,1,0,351.0.0.41.106,2024-10-04 14:39:54
88c1166d-21d7-4113-ab32-2f83e9fe38a0,A Google user,Nice,5,0,351.0.0.41.106,2024-10-04 14:39:37
62c18db1-1604-405c-9d26-f2e3bb912627,A Google user,I like it this aap,5,0,350.1.0.46.93,2024-10-04 14:39:27
1af5c543-0f3b-410c-82c2-53c71902f90a,A Google user,All is well,5,0,351.0.0.41.106,2024-10-04 14:39:26
d10201ff-e561-4953-9167-b14be1c6a0bf,A Google user,Best Classy App Ever.!!!,5,0,351.0.0.41.106,2024-10-04 14:39:24
bf5369d3-e8e2-400e-89e4-3e1f9c96c296,A Google user,Good app.... 🫶☺️,5,0,351.0.0.41.106,2024-10-04 14:39:21
e07c1e18-831b-405a-9836-8fac6610bbae,A Google user,Persian gulf,1,0,351.0.0.41.106,2024-10-04 14:39:18
f5eb7fe3-7d3b-4849-9d98-e3c44140b8f3,A Google user,Koi install mat karna yerr iss bkl ne jindagi baar baad kardi haii hamesa issmain he laga reh ta hu naa padh ti hu naah kahi ghumne jati hu reels dekh te dekh te khana pina bhul jati hu abhi to Ghar Walo ne to kuch bool na he cor diya hai,4,0,351.0.0.41.106,2024-10-04 14:39:01
af4b947d-d2a2-4ba7-8d71-7c404de10d87,A Google user,It's very beautiful app 🤣🤣,4,0,351.0.0.41.106,2024-10-04 14:38:51
40c9508f-a83c-4dca-880c-ae47a16a23ab,A Google user,😍😍😍😍 gjb app,5,0,351.0.0.41.106,2024-10-04 14:38:50
